"","sido_kr","sigungu_kr","sigungu_1_kr","sigungu_2_kr","sido_en","sigun_en","sigungu_1_en","sigungu_2_en","sdsgg_en","base_year","tax_exclude","sigungu_cd","sgg_tax_global","sgg_tax_income","sgg_industry"
"144","강원특별자치도","인제군","인제군","인제군","Gangwon State","Inje-gun","Inje-gun","Inje-gun","Inje-gun Gangwon State",2020,NA,32590,"A0510","A0410",32390
"145","강원특별자치도","고성군","고성군","고성군","Gangwon State","Goseong-gun","Goseong-gun","Goseong-gun","Goseong-gun Gangwon State",2020,NA,32600,"A0502","A0402",32400
"146","강원특별자치도","양양군","양양군","양양군","Gangwon State","Yangyang-gun","Yangyang-gun","Yangyang-gun","Yangyang-gun Gangwon State",2020,NA,32610,"A0507","A0407",32410
"147","충청북도","청주시","청주시","","Chungcheongbuk-do","Cheongju-si","Cheongju-si","","Cheongju-si Chungcheongbuk-do",2010,NA,NA,"","",33010
"148","충청북도","청주시 상당구","청주시","상당구","Chungcheongbuk-do","Cheongju-si","Sangdang-gu","Sangdang-gu Cheongju-si","Sangdang-gu Cheongju-si Chungcheongbuk-do",2010,NA,NA,"","",33011
"149","충청북도","청주시 흥덕구","청주시","흥덕구","Chungcheongbuk-do","Cheongju-si","Heungdeok-gu","Heungdeok-gu Cheongju-si","Heungdeok-gu Cheongju-si Chungcheongbuk-do",2010,NA,NA,"","",33012
"150","충청북도","충주시","충주시","충주시","Chungcheongbuk-do","Chungju-si","Chungju-si","Chungju-si","Chungju-si Chungcheongbuk-do",2020,NA,33020,"A0711","A0611",33020
"151","충청북도","제천시","제천시","제천시","Chungcheongbuk-do","Jecheon-si","Jecheon-si","Jecheon-si","Jecheon-si Chungcheongbuk-do",2020,NA,33030,"A0707","A0607",33030
"152","충청북도","청주시","청주시","","Chungcheongbuk-do","Cheongju-si","Cheongju-si","","Cheongju-si Chungcheongbuk-do",2020,NA,33040,"A0710","A0610",33040
"153","충청북도","청주시 상당구","청주시","상당구","Chungcheongbuk-do","Cheongju-si","Sangdang-gu","Sangdang-gu Cheongju-si","Sangdang-gu Cheongju-si Chungcheongbuk-do",2020,NA,33041,"A0710","A0610",33041
"154","충청북도","청주시 서원구","청주시","서원구","Chungcheongbuk-do","Cheongju-si","Seowon-gu","Seowon-gu Cheongju-si","Seowon-gu Cheongju-si Chungcheongbuk-do",2020,NA,33042,"A0710","A0610",33042
"155","충청북도","청주시 흥덕구","청주시","흥덕구","Chungcheongbuk-do","Cheongju-si","Heungdeok-gu","Heungdeok-gu Cheongju-si","Heungdeok-gu Cheongju-si Chungcheongbuk-do",2020,NA,33043,"A0710","A0610",33043
"156","충청북도","청주시 청원구","청주시","청원구","Chungcheongbuk-do","Cheongju-si","Cheongwon-gu","Cheongwon-gu Cheongju-si","Cheongwon-gu Cheongju-si Chungcheongbuk-do",2020,NA,33044,"A0710","A0610",33044
"157","충청북도","청주시 청원군\","청주시","청원군","Chungcheongbuk-do","Cheongju-si","Cheongwon-gun","Cheongwon-gun Cheongju-si","Cheongwon-gun Cheongju-si Chungcheongbuk-do",2010,NA,NA,"","",33310
"158","충청북도","보은군","보은군","보은군","Chungcheongbuk-do","Boeun-gun","Boeun-gun","Boeun-gun","Boeun-gun Chungcheongbuk-do",2020,NA,33520,"A0703","A0603",33320
"159","충청북도","옥천군","옥천군","옥천군","Chungcheongbuk-do","Okcheon-gun","Okcheon-gun","Okcheon-gun","Okcheon-gun Chungcheongbuk-do",2020,NA,33530,"A0705","A0605",33330
"160","충청북도","영동군","영동군","영동군","Chungcheongbuk-do","Yeongdong-gun","Yeongdong-gun","Yeongdong-gun","Yeongdong-gun Chungcheongbuk-do",2020,NA,33540,"A0704","A0604",33340
"161","충청북도","진천군","진천군","진천군","Chungcheongbuk-do","Jincheon-gun","Jincheon-gun","Jincheon-gun","Jincheon-gun Chungcheongbuk-do",2020,NA,33550,"A0709","A0609",33350
"162","충청북도","괴산군","괴산군","괴산군","Chungcheongbuk-do","Goesan-gun","Goesan-gun","Goesan-gun","Goesan-gun Chungcheongbuk-do",2020,NA,33560,"A0701","A0601",33360
"163","충청북도","음성군","음성군","음성군","Chungcheongbuk-do","Eumseong-gun","Eumseong-gun","Eumseong-gun","Eumseong-gun Chungcheongbuk-do",2020,NA,33570,"A0706","A0606",33370
"164","충청북도","단양군","단양군","단양군","Chungcheongbuk-do","Danyang-gun","Danyang-gun","Danyang-gun","Danyang-gun Chungcheongbuk-do",2020,NA,33580,"A0702","A0602",33380
"165","충청북도","증평군","증평군","증평군","Chungcheongbuk-do","Jeungpyeong-gun","Jeungpyeong-gun","Jeungpyeong-gun","Jeungpyeong-gun Chungcheongbuk-do",2020,NA,33590,"A0708","A0608",33390
"166","충청남도","천안시","천안시","동남구","Chungcheongnam-do","Cheonan-si","Cheonan-si","","Cheonan-si Chungcheongnam-do",2020,NA,34010,"A0812","A0712",34010
"167","충청남도","천안시 동남구","천안시","동남구","Chungcheongnam-do","Cheonan-si","Dongnam-gu","Dongnam-gu Cheonan-si","Dongnam-gu Cheonan-si Chungcheongnam-do",2020,NA,34011,"A0812","A0712",34011
"168","충청남도","천안시 서북구","천안시","서북구","Chungcheongnam-do","Cheonan-si","Seobuk-gu","Seobuk-gu Cheonan-si","Seobuk-gu Cheonan-si Chungcheongnam-do",2020,NA,34012,"A0812","A0712",34012
"169","충청남도","공주시","공주시","공주시","Chungcheongnam-do","Gongju-si","Gongju-si","Gongju-si","Gongju-si Chungcheongnam-do",2020,NA,34020,"A0802","A0702",34020
"170","충청남도","보령시","보령시","보령시","Chungcheongnam-do","Boryeong-si","Boryeong-si","Boryeong-si","Boryeong-si Chungcheongnam-do",2020,NA,34030,"A0806","A0706",34030
"171","충청남도","아산시","아산시","아산시","Chungcheongnam-do","Asan-si","Asan-si","Asan-si","Asan-si Chungcheongnam-do",2020,NA,34040,"A0810","A0710",34040
"172","충청남도","서산시","서산시","서산시","Chungcheongnam-do","Seosan-si","Seosan-si","Seosan-si","Seosan-si Chungcheongnam-do",2020,NA,34050,"A0808","A0708",34050
"173","충청남도","논산시","논산시","논산시","Chungcheongnam-do","Nonsan-si","Nonsan-si","Nonsan-si","Nonsan-si Chungcheongnam-do",2020,NA,34060,"A0804","A0704",34060
"174","충청남도","계룡시","계룡시","계룡시","Chungcheongnam-do","Gyeryong-si","Gyeryong-si","Gyeryong-si","Gyeryong-si Chungcheongnam-do",2020,NA,34070,"A0801","A0701",34070
"175","충청남도","당진시","당진시","당진시","Chungcheongnam-do","Dangjin-si","Dangjin-si","Dangjin-si","Dangjin-si Chungcheongnam-do",2020,NA,34080,"A0805","A0705",34080
"176","충청남도","금산군","금산군","금산군","Chungcheongnam-do","Geumsan-gun","Geumsan-gun","Geumsan-gun","Geumsan-gun Chungcheongnam-do",2020,NA,34510,"A0803","A0703",34310
"177","충청남도","연기군","연기군","연기군","Chungcheongnam-do","Yeongi-gun","Yeongi-gun","Yeongi-gun","Yeongi-gun Chungcheongnam-do",2010,NA,NA,"","",34320
"178","충청남도","부여군","부여군","부여군","Chungcheongnam-do","Buyeo-gun","Buyeo-gun","Buyeo-gun","Buyeo-gun Chungcheongnam-do",2020,NA,34530,"A0807","A0707",34330
"179","충청남도","서천군","서천군","서천군","Chungcheongnam-do","Seocheon-gun","Seocheon-gun","Seocheon-gun","Seocheon-gun Chungcheongnam-do",2020,NA,34540,"A0809","A0709",34340
"180","충청남도","청양군","청양군","청양군","Chungcheongnam-do","Cheongyang-gun","Cheongyang-gun","Cheongyang-gun","Cheongyang-gun Chungcheongnam-do",2020,NA,34550,"A0813","A0713",34350
"181","충청남도","홍성군","홍성군","홍성군","Chungcheongnam-do","Hongseong-gun","Hongseong-gun","Hongseong-gun","Hongseong-gun Chungcheongnam-do",2020,NA,34560,"A0815","A0715",34360
"182","충청남도","예산군","예산군","예산군","Chungcheongnam-do","Yesan-gun","Yesan-gun","Yesan-gun","Yesan-gun Chungcheongnam-do",2020,NA,34570,"A0811","A0711",34370
"183","충청남도","태안군","태안군","태안군","Chungcheongnam-do","Taean-gun","Taean-gun","Taean-gun","Taean-gun Chungcheongnam-do",2020,NA,34580,"A0814","A0714",34380
"184","충청남도","당진군","당진군","당진군","Chungcheongnam-do","Dangjin-gun","Dangjin-gun","Dangjin-gun","Dangjin-gun Chungcheongnam-do",2010,NA,NA,"","",34390
"185","전라북도","전주시","전주시","","Jeollabuk-do","Jeonju-si","Jeonju-si","","Jeonju-si Jeollabuk-do",2020,NA,35010,"A1112","A1012",35010
"186","전라북도","전주시 완산구","전주시","완산구","Jeollabuk-do","Jeonju-si","Wansan-gu","Wansan-gu Jeonju-si","Wansan-gu Jeonju-si Jeollabuk-do",2020,NA,35011,"A1112","A1012",35011
"187","전라북도","전주시 덕진구","전주시","덕진구","Jeollabuk-do","Jeonju-si","Deokjin-gu","Deokjin-gu Jeonju-si","Deokjin-gu Jeonju-si Jeollabuk-do",2020,NA,35012,"A1112","A1012",35012
"188","전라북도","군산시","군산시","군산시","Jeollabuk-do","Gunsan-si","Gunsan-si","Gunsan-si","Gunsan-si Jeollabuk-do",2020,NA,35020,"A1102","A1002",35020
"189","전라북도","익산시","익산시","익산시","Jeollabuk-do","Iksan-si","Iksan-si","Iksan-si","Iksan-si Jeollabuk-do",2020,NA,35030,"A1109","A1009",35030
"190","전라북도","정읍시","정읍시","정읍시","Jeollabuk-do","Jeongeup-si","Jeongeup-si","Jeongeup-si","Jeongeup-si Jeollabuk-do",2020,NA,35040,"A1113","A1013",35040
"191","전라북도","남원시","남원시","남원시","Jeollabuk-do","Namwon-si","Namwon-si","Namwon-si","Namwon-si Jeollabuk-do",2020,NA,35050,"A1104","A1004",35050
"192","전라북도","김제시","김제시","김제시","Jeollabuk-do","Gimje-si","Gimje-si","Gimje-si","Gimje-si Jeollabuk-do",2020,NA,35060,"A1103","A1003",35060
"193","전라북도","완주군","완주군","완주군","Jeollabuk-do","Wanju-gun","Wanju-gun","Wanju-gun","Wanju-gun Jeollabuk-do",2020,NA,35510,"A1108","A1008",35310
"194","전라북도","진안군","진안군","진안군","Jeollabuk-do","Jinan-gun","Jinan-gun","Jinan-gun","Jinan-gun Jeollabuk-do",2020,NA,35520,"A1114","A1014",35320
"195","전라북도","무주군","무주군","무주군","Jeollabuk-do","Muju-gun","Muju-gun","Muju-gun","Muju-gun Jeollabuk-do",2020,NA,35530,"A1105","A1005",35330
"196","전라북도","장수군","장수군","장수군","Jeollabuk-do","Jangsu-gun","Jangsu-gun","Jangsu-gun","Jangsu-gun Jeollabuk-do",2020,NA,35540,"A1111","A1011",35340
"197","전라북도","임실군","임실군","임실군","Jeollabuk-do","Imsil-gun","Imsil-gun","Imsil-gun","Imsil-gun Jeollabuk-do",2020,NA,35550,"A1110","A1010",35350
"198","전라북도","순창군","순창군","순창군","Jeollabuk-do","Sunchang-gun","Sunchang-gun","Sunchang-gun","Sunchang-gun Jeollabuk-do",2020,NA,35560,"A1107","A1007",35360
"199","전라북도","고창군","고창군","고창군","Jeollabuk-do","Gochang-gun","Gochang-gun","Gochang-gun","Gochang-gun Jeollabuk-do",2020,NA,35570,"A1101","A1001",35370
"200","전라북도","부안군","부안군","부안군","Jeollabuk-do","Buan-gun","Buan-gun","Buan-gun","Buan-gun Jeollabuk-do",2020,NA,35580,"A1106","A1006",35380
"201","전라남도","목포시","목포시","목포시","Jeollanam-do","Mokpo-si","Mokpo-si","Mokpo-si","Mokpo-si Jeollanam-do",2020,NA,36010,"A1208","A1108",36010
"202","전라남도","여수시","여수시","여수시","Jeollanam-do","Yeosu-si","Yeosu-si","Yeosu-si","Yeosu-si Jeollanam-do",2020,NA,36020,"A1213","A1113",36020
"203","전라남도","순천시","순천시","순천시","Jeollanam-do","Suncheon-si","Suncheon-si","Suncheon-si","Suncheon-si Jeollanam-do",2020,NA,36030,"A1211","A1111",36030
"204","전라남도","나주시","나주시","나주시","Jeollanam-do","Naju-si","Naju-si","Naju-si","Naju-si Jeollanam-do",2020,NA,36040,"A1206","A1106",36040
"205","전라남도","광양시","광양시","광양시","Jeollanam-do","Gwangyang-si","Gwangyang-si","Gwangyang-si","Gwangyang-si Jeollanam-do",2020,NA,36060,"A1204","A1104",36060
"206","전라남도","담양군","담양군","담양군","Jeollanam-do","Damyang-gun","Damyang-gun","Damyang-gun","Damyang-gun Jeollanam-do",2020,NA,36510,"A1207","A1107",36310
"207","전라남도","곡성군","곡성군","곡성군","Jeollanam-do","Gokseong-gun","Gokseong-gun","Gokseong-gun","Gokseong-gun Jeollanam-do",2020,NA,36520,"A1203","A1103",36320
"208","전라남도","구례군","구례군","구례군","Jeollanam-do","Gurye-gun","Gurye-gun","Gurye-gun","Gurye-gun Jeollanam-do",2020,NA,36530,"A1205","A1105",36330
"209","전라남도","고흥군","고흥군","고흥군","Jeollanam-do","Goheung-gun","Goheung-gun","Goheung-gun","Goheung-gun Jeollanam-do",2020,NA,36550,"A1202","A1102",36350
"210","전라남도","보성군","보성군","보성군","Jeollanam-do","Boseong-gun","Boseong-gun","Boseong-gun","Boseong-gun Jeollanam-do",2020,NA,36560,"A1210","A1110",36360
"211","전라남도","화순군","화순군","화순군","Jeollanam-do","Hwasun-gun","Hwasun-gun","Hwasun-gun","Hwasun-gun Jeollanam-do",2020,NA,36570,"A1222","A1122",36370
"212","전라남도","장흥군","장흥군","장흥군","Jeollanam-do","Jangheung-gun","Jangheung-gun","Jangheung-gun","Jangheung-gun Jeollanam-do",2020,NA,36580,"A1218","A1118",36380
"213","전라남도","강진군","강진군","강진군","Jeollanam-do","Gangjin-gun","Gangjin-gun","Gangjin-gun","Gangjin-gun Jeollanam-do",2020,NA,36590,"A1201","A1101",36390
"214","전라남도","해남군","해남군","해남군","Jeollanam-do","Haenam-gun","Haenam-gun","Haenam-gun","Haenam-gun Jeollanam-do",2020,NA,36600,"A1221","A1121",36400
"215","전라남도","영암군","영암군","영암군","Jeollanam-do","Yeongam-gun","Yeongam-gun","Yeongam-gun","Yeongam-gun Jeollanam-do",2020,NA,36610,"A1215","A1115",36410
"216","전라남도","무안군","무안군","무안군","Jeollanam-do","Muan-gun","Muan-gun","Muan-gun","Muan-gun Jeollanam-do",2020,NA,36620,"A1209","A1109",36420
"217","전라남도","함평군","함평군","함평군","Jeollanam-do","Hampyeong-gun","Hampyeong-gun","Hampyeong-gun","Hampyeong-gun Jeollanam-do",2020,NA,36630,"A1220","A1120",36430
"218","전라남도","영광군","영광군","영광군","Jeollanam-do","Yeonggwang-gun","Yeonggwang-gun","Yeonggwang-gun","Yeonggwang-gun Jeollanam-do",2020,NA,36640,"A1214","A1114",36440
"219","전라남도","장성군","장성군","장성군","Jeollanam-do","Jangseong-gun","Jangseong-gun","Jangseong-gun","Jangseong-gun Jeollanam-do",2020,NA,36650,"A1217","A1117",36450
"220","전라남도","완도군","완도군","완도군","Jeollanam-do","Wando-gun","Wando-gun","Wando-gun","Wando-gun Jeollanam-do",2020,NA,36660,"A1216","A1116",36460
"221","전라남도","진도군","진도군","진도군","Jeollanam-do","Jindo-gun","Jindo-gun","Jindo-gun","Jindo-gun Jeollanam-do",2020,NA,36670,"A1219","A1119",36470
"222","전라남도","신안군","신안군","신안군","Jeollanam-do","Sinan-gun","Sinan-gun","Sinan-gun","Sinan-gun Jeollanam-do",2020,NA,36680,"A1212","A1112",36480
"223","경상북도","포항시","포항시","","Gyeongsangbuk-do","Pohang-si","Pohang-si","","Pohang-si Gyeongsangbuk-do",2020,NA,37010,"A1423","A1323",37010
"224","경상북도","포항시 남구","포항시","남구","Gyeongsangbuk-do","Pohang-si","Nam-gu","Nam-gu Pohang-si","Nam-gu Pohang-si Gyeongsangbuk-do",2020,NA,37011,"A1423","A1323",37011
"225","경상북도","포항시 북구","포항시","북구","Gyeongsangbuk-do","Pohang-si","Buk-gu","Buk-gu Pohang-si","Buk-gu Pohang-si Gyeongsangbuk-do",2020,NA,37012,"A1423","A1323",37012
"226","경상북도","경주시","경주시","경주시","Gyeongsangbuk-do","Gyeongju-si","Gyeongju-si","Gyeongju-si","Gyeongju-si Gyeongsangbuk-do",2020,NA,37020,"A1402","A1302",37020
"227","경상북도","김천시","김천시","김천시","Gyeongsangbuk-do","Gimcheon-si","Gimcheon-si","Gimcheon-si","Gimcheon-si Gyeongsangbuk-do",2020,NA,37030,"A1406","A1306",37030
"228","경상북도","안동시","안동시","안동시","Gyeongsangbuk-do","Andong-si","Andong-si","Andong-si","Andong-si Gyeongsangbuk-do",2020,NA,37040,"A1411","A1311",37040
"229","경상북도","구미시","구미시","구미시","Gyeongsangbuk-do","Gumi-si","Gumi-si","Gumi-si","Gumi-si Gyeongsangbuk-do",2020,NA,37050,"A1404","A1304",37050
"230","경상북도","영주시","영주시","영주시","Gyeongsangbuk-do","Yeongju-si","Yeongju-si","Yeongju-si","Yeongju-si Gyeongsangbuk-do",2020,NA,37060,"A1414","A1314",37060
"231","경상북도","영천시","영천시","영천시","Gyeongsangbuk-do","Yeongcheon-si","Yeongcheon-si","Yeongcheon-si","Yeongcheon-si Gyeongsangbuk-do",2020,NA,37070,"A1415","A1315",37070
"232","경상북도","상주시","상주시","상주시","Gyeongsangbuk-do","Sangju-si","Sangju-si","Sangju-si","Sangju-si Gyeongsangbuk-do",2020,NA,37080,"A1409","A1309",37080
"233","경상북도","문경시","문경시","문경시","Gyeongsangbuk-do","Mungyeong-si","Mungyeong-si","Mungyeong-si","Mungyeong-si Gyeongsangbuk-do",2020,NA,37090,"A1407","A1307",37090
"234","경상북도","경산시","경산시","경산시","Gyeongsangbuk-do","Gyeongsan-si","Gyeongsan-si","Gyeongsan-si","Gyeongsan-si Gyeongsangbuk-do",2020,NA,37100,"A1401","A1301",37100
"235","대구광역시","군위군","군위군","군위군","Daegu","Gunwi-gun","Gunwi-gun","Gunwi-gun","Gunwi-gun Daegu",2020,NA,22520,"A1309","A1305",37310
"236","경상북도","군위군","군위군","군위군","Gyeongsangbuk-do","Gunwi-gun","Gunwi-gun","Gunwi-gun","Gunwi-gun Gyeongsangbuk-do",2020,1,37510,"","",37310
"237","경상북도","의성군","의성군","의성군","Gyeongsangbuk-do","Uiseong-gun","Uiseong-gun","Uiseong-gun","Uiseong-gun Gyeongsangbuk-do",2020,NA,37520,"A1419","A1319",37320
"238","경상북도","청송군","청송군","청송군","Gyeongsangbuk-do","Cheongsong-gun","Cheongsong-gun","Cheongsong-gun","Cheongsong-gun Gyeongsangbuk-do",2020,NA,37530,"A1421","A1321",37330
"239","경상북도","영양군","영양군","영양군","Gyeongsangbuk-do","Yeongyang-gun","Yeongyang-gun","Yeongyang-gun","Yeongyang-gun Gyeongsangbuk-do",2020,NA,37540,"A1413","A1313",37340
"240","경상북도","영덕군","영덕군","영덕군","Gyeongsangbuk-do","Yeongdeok-gun","Yeongdeok-gun","Yeongdeok-gun","Yeongdeok-gun Gyeongsangbuk-do",2020,NA,37550,"A1412","A1312",37350
"241","경상북도","청도군","청도군","청도군","Gyeongsangbuk-do","Cheongdo-gun","Cheongdo-gun","Cheongdo-gun","Cheongdo-gun Gyeongsangbuk-do",2020,NA,37560,"A1420","A1320",37360
"242","경상북도","고령군","고령군","고령군","Gyeongsangbuk-do","Goryeong-gun","Goryeong-gun","Goryeong-gun","Goryeong-gun Gyeongsangbuk-do",2020,NA,37570,"A1403","A1303",37370
"243","경상북도","성주군","성주군","성주군","Gyeongsangbuk-do","Seongju-gun","Seongju-gun","Seongju-gun","Seongju-gun Gyeongsangbuk-do",2020,NA,37580,"A1410","A1310",37380
"244","경상북도","칠곡군","칠곡군","칠곡군","Gyeongsangbuk-do","Chilgok-gun","Chilgok-gun","Chilgok-gun","Chilgok-gun Gyeongsangbuk-do",2020,NA,37590,"A1422","A1322",37390
"245","경상북도","예천군","예천군","예천군","Gyeongsangbuk-do","Yecheon-gun","Yecheon-gun","Yecheon-gun","Yecheon-gun Gyeongsangbuk-do",2020,NA,37600,"A1416","A1316",37400
"246","경상북도","봉화군","봉화군","봉화군","Gyeongsangbuk-do","Bonghwa-gun","Bonghwa-gun","Bonghwa-gun","Bonghwa-gun Gyeongsangbuk-do",2020,NA,37610,"A1408","A1308",37410
"247","경상북도","울진군","울진군","울진군","Gyeongsangbuk-do","Uljin-gun","Uljin-gun","Uljin-gun","Uljin-gun Gyeongsangbuk-do",2020,NA,37620,"A1418","A1318",37420
"248","경상북도","울릉군","울릉군","울릉군","Gyeongsangbuk-do","Ulleung-gun","Ulleung-gun","Ulleung-gun","Ulleung-gun Gyeongsangbuk-do",2020,NA,37630,"A1417","A1317",37430
"249","경상남도","진주시","진주시","진주시","Gyeongsangnam-do","Jinju-si","Jinju-si","Jinju-si","Jinju-si Gyeongsangnam-do",2020,NA,38030,"A1711","A1611",38030
"250","경상남도","통영시","통영시","통영시","Gyeongsangnam-do","Tongyeong-si","Tongyeong-si","Tongyeong-si","Tongyeong-si Gyeongsangnam-do",2020,NA,38050,"A1714","A1614",38050
"251","경상남도","사천시","사천시","사천시","Gyeongsangnam-do","Sacheon-si","Sacheon-si","Sacheon-si","Sacheon-si Gyeongsangnam-do",2020,NA,38060,"A1707","A1607",38060
"252","경상남도","김해시","김해시","김해시","Gyeongsangnam-do","Gimhae-si","Gimhae-si","Gimhae-si","Gimhae-si Gyeongsangnam-do",2020,NA,38070,"A1704","A1604",38070
"253","경상남도","밀양시","밀양시","밀양시","Gyeongsangnam-do","Miryang-si","Miryang-si","Miryang-si","Miryang-si Gyeongsangnam-do",2020,NA,38080,"A1706","A1606",38080
"254","경상남도","거제시","거제시","거제시","Gyeongsangnam-do","Geoje-si","Geoje-si","Geoje-si","Geoje-si Gyeongsangnam-do",2020,NA,38090,"A1701","A1601",38090
"255","경상남도","양산시","양산시","양산시","Gyeongsangnam-do","Yangsan-si","Yangsan-si","Yangsan-si","Yangsan-si Gyeongsangnam-do",2020,NA,38100,"A1709","A1609",38100
"256","경상남도","창원시","창원시","","Gyeongsangnam-do","Changwon-si","Changwon-si","","Changwon-si Gyeongsangnam-do",2020,NA,38110,"A1713","A1613",38110
"257","경상남도","창원시 의창구","창원시","의창구","Gyeongsangnam-do","Changwon-si","Uichang-gu","Uichang-gu Changwon-si","Uichang-gu Changwon-si Gyeongsangnam-do",2020,NA,38111,"A1713","A1613",38111
"258","경상남도","창원시 성산구","창원시","성산구","Gyeongsangnam-do","Changwon-si","Seongsan-gu","Seongsan-gu Changwon-si","Seongsan-gu Changwon-si Gyeongsangnam-do",2020,NA,38112,"A1713","A1613",38112
"259","경상남도","창원시 마산합포구","창원시","마산합포구","Gyeongsangnam-do","Changwon-si","Masanhappo-gu","Masanhappo-gu Changwon-si","Masanhappo-gu Changwon-si Gyeongsangnam-do",2020,NA,38113,"A1713","A1613",38113
"260","경상남도","창원시 마산회원구","창원시","마산회원구","Gyeongsangnam-do","Changwon-si","Masanhoewon-gu","Masanhoewon-gu Changwon-si","Masanhoewon-gu Changwon-si Gyeongsangnam-do",2020,NA,38114,"A1713","A1613",38114
"261","경상남도","창원시 진해구","창원시 ","진해구","Gyeongsangnam-do","Changwon-si","Jinhae-gu","Jinhae-gu Changwon-si","Jinhae-gu Changwon-si Gyeongsangnam-do",2020,NA,38115,"A1713","A1613",38115
"262","경상남도","의령군","의령군","의령군","Gyeongsangnam-do","Uiryeong-gun","Uiryeong-gun","Uiryeong-gun","Uiryeong-gun Gyeongsangnam-do",2020,NA,38510,"A1710","A1610",38310
"263","경상남도","함안군","함안군","함안군","Gyeongsangnam-do","Haman-gun","Haman-gun","Haman-gun","Haman-gun Gyeongsangnam-do",2020,NA,38520,"A1716","A1616",38320
"264","경상남도","창녕군","창녕군","창녕군","Gyeongsangnam-do","Changnyeong-gun","Changnyeong-gun","Changnyeong-gun","Changnyeong-gun Gyeongsangnam-do",2020,NA,38530,"A1712","A1612",38330
"265","경상남도","고성군","고성군","고성군","Gyeongsangnam-do","Goseong-gun","Goseong-gun","Goseong-gun","Goseong-gun Gyeongsangnam-do",2020,NA,38540,"A1703","A1603",38340
"266","경상남도","남해군","남해군","남해군","Gyeongsangnam-do","Namhae-gun","Namhae-gun","Namhae-gun","Namhae-gun Gyeongsangnam-do",2020,NA,38550,"A1705","A1605",38350
"267","경상남도","하동군","하동군","하동군","Gyeongsangnam-do","Hadong-gun","Hadong-gun","Hadong-gun","Hadong-gun Gyeongsangnam-do",2020,NA,38560,"A1715","A1615",38360
"268","경상남도","산청군","산청군","산청군","Gyeongsangnam-do","Sancheong-gun","Sancheong-gun","Sancheong-gun","Sancheong-gun Gyeongsangnam-do",2020,NA,38570,"A1708","A1608",38370
"269","경상남도","함양군","함양군","함양군","Gyeongsangnam-do","Hamyang-gun","Hamyang-gun","Hamyang-gun","Hamyang-gun Gyeongsangnam-do",2020,NA,38580,"A1717","A1617",38380
"270","경상남도","거창군","거창군","거창군","Gyeongsangnam-do","Geochang-gun","Geochang-gun","Geochang-gun","Geochang-gun Gyeongsangnam-do",2020,NA,38590,"A1702","A1602",38390
"271","경상남도","합천군","합천군","합천군","Gyeongsangnam-do","Hapcheon-gun","Hapcheon-gun","Hapcheon-gun","Hapcheon-gun Gyeongsangnam-do",2020,NA,38600,"A1718","A1618",38400
"272","제주특별자치도","제주시","제주시","제주시","Jeju","Jeju-si","Jeju-si","Jeju-si","Jeju-si Jeju",2020,NA,39010,"A1801","A1701",39010
"273","제주특별자치도","서귀포시","서귀포시","서귀포시","Jeju","Seogwipo-si","Seogwipo-si","Seogwipo-si","Seogwipo-si Jeju",2020,NA,39020,"A1802","A1702",39020
