"adm2_code","class2","class1","type","year","unit","value","adm1","adm2"
31070,"female","All causes","mortality",2020,"per 100k population",236.6,"Gyeonggi-do","Pyeongtaek-si"
31080,"total","All causes","mortality",2020,"per 100k population",368,"Gyeonggi-do","Dongducheon-si"
31080,"male","All causes","mortality",2020,"per 100k population",494,"Gyeonggi-do","Dongducheon-si"
31080,"female","All causes","mortality",2020,"per 100k population",258.5,"Gyeonggi-do","Dongducheon-si"
31090,"total","All causes","mortality",2020,"per 100k population",335.6,"Gyeonggi-do","Ansan-si"
31090,"male","All causes","mortality",2020,"per 100k population",450.3,"Gyeonggi-do","Ansan-si"
31090,"female","All causes","mortality",2020,"per 100k population",240,"Gyeonggi-do","Ansan-si"
31091,"total","All causes","mortality",2020,"per 100k population",329.2,"Gyeonggi-do","Sangnok-gu"
31091,"male","All causes","mortality",2020,"per 100k population",445.3,"Gyeonggi-do","Sangnok-gu"
31091,"female","All causes","mortality",2020,"per 100k population",234.6,"Gyeonggi-do","Sangnok-gu"
31092,"total","All causes","mortality",2020,"per 100k population",343.4,"Gyeonggi-do","Danwon-gu"
31092,"male","All causes","mortality",2020,"per 100k population",456.5,"Gyeonggi-do","Danwon-gu"
31092,"female","All causes","mortality",2020,"per 100k population",247.2,"Gyeonggi-do","Danwon-gu"
31100,"total","All causes","mortality",2020,"per 100k population",258.6,"Gyeonggi-do","Goyang-si"
31100,"male","All causes","mortality",2020,"per 100k population",350.7,"Gyeonggi-do","Goyang-si"
31100,"female","All causes","mortality",2020,"per 100k population",187.1,"Gyeonggi-do","Goyang-si"
31101,"total","All causes","mortality",2020,"per 100k population",273.5,"Gyeonggi-do","Deogyang-gu"
31101,"male","All causes","mortality",2020,"per 100k population",380.7,"Gyeonggi-do","Deogyang-gu"
31101,"female","All causes","mortality",2020,"per 100k population",190.2,"Gyeonggi-do","Deogyang-gu"
31103,"total","All causes","mortality",2020,"per 100k population",260.6,"Gyeonggi-do","Ilsandong-gu"
31103,"male","All causes","mortality",2020,"per 100k population",343.6,"Gyeonggi-do","Ilsandong-gu"
31103,"female","All causes","mortality",2020,"per 100k population",196.2,"Gyeonggi-do","Ilsandong-gu"
31104,"total","All causes","mortality",2020,"per 100k population",229.1,"Gyeonggi-do","Ilsanseo-gu"
31104,"male","All causes","mortality",2020,"per 100k population",306.2,"Gyeonggi-do","Ilsanseo-gu"
31104,"female","All causes","mortality",2020,"per 100k population",170.3,"Gyeonggi-do","Ilsanseo-gu"
31110,"total","All causes","mortality",2020,"per 100k population",192.6,"Gyeonggi-do","Gwacheon-si"
31110,"male","All causes","mortality",2020,"per 100k population",224.2,"Gyeonggi-do","Gwacheon-si"
31110,"female","All causes","mortality",2020,"per 100k population",166.9,"Gyeonggi-do","Gwacheon-si"
31120,"total","All causes","mortality",2020,"per 100k population",291.1,"Gyeonggi-do","Guri-si"
31120,"male","All causes","mortality",2020,"per 100k population",396.1,"Gyeonggi-do","Guri-si"
31120,"female","All causes","mortality",2020,"per 100k population",202,"Gyeonggi-do","Guri-si"
31130,"total","All causes","mortality",2020,"per 100k population",294.3,"Gyeonggi-do","Namyangju-si"
31130,"male","All causes","mortality",2020,"per 100k population",387.8,"Gyeonggi-do","Namyangju-si"
31130,"female","All causes","mortality",2020,"per 100k population",215.9,"Gyeonggi-do","Namyangju-si"
31140,"total","All causes","mortality",2020,"per 100k population",302.2,"Gyeonggi-do","Osan-si"
31140,"male","All causes","mortality",2020,"per 100k population",409.7,"Gyeonggi-do","Osan-si"
31140,"female","All causes","mortality",2020,"per 100k population",217,"Gyeonggi-do","Osan-si"
31150,"total","All causes","mortality",2020,"per 100k population",304.3,"Gyeonggi-do","Siheung-si"
31150,"male","All causes","mortality",2020,"per 100k population",411.9,"Gyeonggi-do","Siheung-si"
31150,"female","All causes","mortality",2020,"per 100k population",212.6,"Gyeonggi-do","Siheung-si"
31160,"total","All causes","mortality",2020,"per 100k population",277,"Gyeonggi-do","Gunpo-si"
31160,"male","All causes","mortality",2020,"per 100k population",381,"Gyeonggi-do","Gunpo-si"
31160,"female","All causes","mortality",2020,"per 100k population",191.3,"Gyeonggi-do","Gunpo-si"
31170,"total","All causes","mortality",2020,"per 100k population",238.2,"Gyeonggi-do","Uiwang-si"
31170,"male","All causes","mortality",2020,"per 100k population",317.8,"Gyeonggi-do","Uiwang-si"
31170,"female","All causes","mortality",2020,"per 100k population",174.9,"Gyeonggi-do","Uiwang-si"
31180,"total","All causes","mortality",2020,"per 100k population",254.9,"Gyeonggi-do","Hanam-si"
31180,"male","All causes","mortality",2020,"per 100k population",328,"Gyeonggi-do","Hanam-si"
31180,"female","All causes","mortality",2020,"per 100k population",192.2,"Gyeonggi-do","Hanam-si"
31190,"total","All causes","mortality",2020,"per 100k population",244.9,"Gyeonggi-do","Yongin-si"
31190,"male","All causes","mortality",2020,"per 100k population",314,"Gyeonggi-do","Yongin-si"
31190,"female","All causes","mortality",2020,"per 100k population",185.7,"Gyeonggi-do","Yongin-si"
31191,"total","All causes","mortality",2020,"per 100k population",321.1,"Gyeonggi-do","Cheoin-gu"
31191,"male","All causes","mortality",2020,"per 100k population",419.1,"Gyeonggi-do","Cheoin-gu"
31191,"female","All causes","mortality",2020,"per 100k population",234.1,"Gyeonggi-do","Cheoin-gu"
31192,"total","All causes","mortality",2020,"per 100k population",230.9,"Gyeonggi-do","Giheung-gu"
31192,"male","All causes","mortality",2020,"per 100k population",295.9,"Gyeonggi-do","Giheung-gu"
31192,"female","All causes","mortality",2020,"per 100k population",176,"Gyeonggi-do","Giheung-gu"
31193,"total","All causes","mortality",2020,"per 100k population",203.7,"Gyeonggi-do","Suji-gu"
31193,"male","All causes","mortality",2020,"per 100k population",254.8,"Gyeonggi-do","Suji-gu"
31193,"female","All causes","mortality",2020,"per 100k population",160.5,"Gyeonggi-do","Suji-gu"
31200,"total","All causes","mortality",2020,"per 100k population",297.3,"Gyeonggi-do","Paju-si"
31200,"male","All causes","mortality",2020,"per 100k population",399,"Gyeonggi-do","Paju-si"
31200,"female","All causes","mortality",2020,"per 100k population",210.7,"Gyeonggi-do","Paju-si"
31210,"total","All causes","mortality",2020,"per 100k population",316.4,"Gyeonggi-do","Icheon-si"
31210,"male","All causes","mortality",2020,"per 100k population",413.7,"Gyeonggi-do","Icheon-si"
31210,"female","All causes","mortality",2020,"per 100k population",225.9,"Gyeonggi-do","Icheon-si"
31220,"total","All causes","mortality",2020,"per 100k population",315.7,"Gyeonggi-do","Anseong-si"
31220,"male","All causes","mortality",2020,"per 100k population",414.3,"Gyeonggi-do","Anseong-si"
31220,"female","All causes","mortality",2020,"per 100k population",231.9,"Gyeonggi-do","Anseong-si"
31230,"total","All causes","mortality",2020,"per 100k population",272,"Gyeonggi-do","Gimpo-si"
31230,"male","All causes","mortality",2020,"per 100k population",343,"Gyeonggi-do","Gimpo-si"
31230,"female","All causes","mortality",2020,"per 100k population",212.2,"Gyeonggi-do","Gimpo-si"
31240,"total","All causes","mortality",2020,"per 100k population",282.7,"Gyeonggi-do","Hwaseong-si"
31240,"male","All causes","mortality",2020,"per 100k population",373.2,"Gyeonggi-do","Hwaseong-si"
31240,"female","All causes","mortality",2020,"per 100k population",204.6,"Gyeonggi-do","Hwaseong-si"
31250,"total","All causes","mortality",2020,"per 100k population",282.6,"Gyeonggi-do","Gwangju-si"
31250,"male","All causes","mortality",2020,"per 100k population",360.9,"Gyeonggi-do","Gwangju-si"
31250,"female","All causes","mortality",2020,"per 100k population",211.8,"Gyeonggi-do","Gwangju-si"
31260,"total","All causes","mortality",2020,"per 100k population",328,"Gyeonggi-do","Yangju-si"
31260,"male","All causes","mortality",2020,"per 100k population",439.2,"Gyeonggi-do","Yangju-si"
31260,"female","All causes","mortality",2020,"per 100k population",233.1,"Gyeonggi-do","Yangju-si"
31270,"total","All causes","mortality",2020,"per 100k population",366,"Gyeonggi-do","Pocheon-si"
31270,"male","All causes","mortality",2020,"per 100k population",495.8,"Gyeonggi-do","Pocheon-si"
31270,"female","All causes","mortality",2020,"per 100k population",245.3,"Gyeonggi-do","Pocheon-si"
31280,"total","All causes","mortality",2020,"per 100k population",345.4,"Gyeonggi-do","Yeoju-si"
31280,"male","All causes","mortality",2020,"per 100k population",467.8,"Gyeonggi-do","Yeoju-si"
31280,"female","All causes","mortality",2020,"per 100k population",234.8,"Gyeonggi-do","Yeoju-si"
31550,"total","All causes","mortality",2020,"per 100k population",328.6,"Gyeonggi-do","Yeoncheon-gun"
31550,"male","All causes","mortality",2020,"per 100k population",451.7,"Gyeonggi-do","Yeoncheon-gun"
31550,"female","All causes","mortality",2020,"per 100k population",218.9,"Gyeonggi-do","Yeoncheon-gun"
31570,"total","All causes","mortality",2020,"per 100k population",353.1,"Gyeonggi-do","Gapyeong-gun"
31570,"male","All causes","mortality",2020,"per 100k population",432.8,"Gyeonggi-do","Gapyeong-gun"
31570,"female","All causes","mortality",2020,"per 100k population",273.6,"Gyeonggi-do","Gapyeong-gun"
31580,"total","All causes","mortality",2020,"per 100k population",300.2,"Gyeonggi-do","Yangpyeong-gun"
31580,"male","All causes","mortality",2020,"per 100k population",404.7,"Gyeonggi-do","Yangpyeong-gun"
31580,"female","All causes","mortality",2020,"per 100k population",202.9,"Gyeonggi-do","Yangpyeong-gun"
32010,"total","All causes","mortality",2020,"per 100k population",309,"Gangwon-do","Chuncheon-si"
32010,"male","All causes","mortality",2020,"per 100k population",433.5,"Gangwon-do","Chuncheon-si"
32010,"female","All causes","mortality",2020,"per 100k population",209,"Gangwon-do","Chuncheon-si"
32020,"total","All causes","mortality",2020,"per 100k population",325.6,"Gangwon-do","Wonju-si"
32020,"male","All causes","mortality",2020,"per 100k population",430.5,"Gangwon-do","Wonju-si"
32020,"female","All causes","mortality",2020,"per 100k population",237.8,"Gangwon-do","Wonju-si"
32030,"total","All causes","mortality",2020,"per 100k population",329.1,"Gangwon-do","Gangneung-si"
32030,"male","All causes","mortality",2020,"per 100k population",464.4,"Gangwon-do","Gangneung-si"
32030,"female","All causes","mortality",2020,"per 100k population",218.9,"Gangwon-do","Gangneung-si"
32040,"total","All causes","mortality",2020,"per 100k population",343.4,"Gangwon-do","Donghae-si"
32040,"male","All causes","mortality",2020,"per 100k population",489.4,"Gangwon-do","Donghae-si"
32040,"female","All causes","mortality",2020,"per 100k population",213.9,"Gangwon-do","Donghae-si"
32050,"total","All causes","mortality",2020,"per 100k population",374.2,"Gangwon-do","Taebaek-si"
32050,"male","All causes","mortality",2020,"per 100k population",523.2,"Gangwon-do","Taebaek-si"
32050,"female","All causes","mortality",2020,"per 100k population",260.9,"Gangwon-do","Taebaek-si"
32060,"total","All causes","mortality",2020,"per 100k population",336.9,"Gangwon-do","Sokcho-si"
32060,"male","All causes","mortality",2020,"per 100k population",466.2,"Gangwon-do","Sokcho-si"
32060,"female","All causes","mortality",2020,"per 100k population",225.9,"Gangwon-do","Sokcho-si"
32070,"total","All causes","mortality",2020,"per 100k population",318.7,"Gangwon-do","Samcheok-si"
32070,"male","All causes","mortality",2020,"per 100k population",443.8,"Gangwon-do","Samcheok-si"
32070,"female","All causes","mortality",2020,"per 100k population",210.5,"Gangwon-do","Samcheok-si"
32510,"total","All causes","mortality",2020,"per 100k population",356.4,"Gangwon-do","Hongcheon-gun"
32510,"male","All causes","mortality",2020,"per 100k population",496.8,"Gangwon-do","Hongcheon-gun"
32510,"female","All causes","mortality",2020,"per 100k population",227.1,"Gangwon-do","Hongcheon-gun"
32520,"total","All causes","mortality",2020,"per 100k population",300.9,"Gangwon-do","Hoengseong-gun"
32520,"male","All causes","mortality",2020,"per 100k population",397.5,"Gangwon-do","Hoengseong-gun"
32520,"female","All causes","mortality",2020,"per 100k population",206.8,"Gangwon-do","Hoengseong-gun"
32530,"total","All causes","mortality",2020,"per 100k population",367.9,"Gangwon-do","Yeongwol-gun"
32530,"male","All causes","mortality",2020,"per 100k population",526.4,"Gangwon-do","Yeongwol-gun"
32530,"female","All causes","mortality",2020,"per 100k population",209.2,"Gangwon-do","Yeongwol-gun"
32540,"total","All causes","mortality",2020,"per 100k population",305,"Gangwon-do","Pyeongchang-gun"
32540,"male","All causes","mortality",2020,"per 100k population",363.4,"Gangwon-do","Pyeongchang-gun"
32540,"female","All causes","mortality",2020,"per 100k population",247.7,"Gangwon-do","Pyeongchang-gun"
32550,"total","All causes","mortality",2020,"per 100k population",404.8,"Gangwon-do","Jeongseon-gun"
32550,"male","All causes","mortality",2020,"per 100k population",560.2,"Gangwon-do","Jeongseon-gun"
32550,"female","All causes","mortality",2020,"per 100k population",269.5,"Gangwon-do","Jeongseon-gun"
32560,"total","All causes","mortality",2020,"per 100k population",370.5,"Gangwon-do","Cheorwon-gun"
32560,"male","All causes","mortality",2020,"per 100k population",526,"Gangwon-do","Cheorwon-gun"
32560,"female","All causes","mortality",2020,"per 100k population",227.4,"Gangwon-do","Cheorwon-gun"
32570,"total","All causes","mortality",2020,"per 100k population",307.8,"Gangwon-do","Hwacheon-gun"
32570,"male","All causes","mortality",2020,"per 100k population",413.7,"Gangwon-do","Hwacheon-gun"
32570,"female","All causes","mortality",2020,"per 100k population",205.6,"Gangwon-do","Hwacheon-gun"
32580,"total","All causes","mortality",2020,"per 100k population",323.3,"Gangwon-do","Yanggu-gun"
32580,"male","All causes","mortality",2020,"per 100k population",406.9,"Gangwon-do","Yanggu-gun"
32580,"female","All causes","mortality",2020,"per 100k population",252.2,"Gangwon-do","Yanggu-gun"
32590,"total","All causes","mortality",2020,"per 100k population",332.3,"Gangwon-do","Inje-gun"
32590,"male","All causes","mortality",2020,"per 100k population",454.6,"Gangwon-do","Inje-gun"
32590,"female","All causes","mortality",2020,"per 100k population",212,"Gangwon-do","Inje-gun"
32600,"total","All causes","mortality",2020,"per 100k population",348.7,"Gangwon-do","Goseong-gun"
32600,"male","All causes","mortality",2020,"per 100k population",496.8,"Gangwon-do","Goseong-gun"
32600,"female","All causes","mortality",2020,"per 100k population",207.1,"Gangwon-do","Goseong-gun"
32610,"total","All causes","mortality",2020,"per 100k population",370.1,"Gangwon-do","Yangyang-gun"
32610,"male","All causes","mortality",2020,"per 100k population",489.2,"Gangwon-do","Yangyang-gun"
32610,"female","All causes","mortality",2020,"per 100k population",272.5,"Gangwon-do","Yangyang-gun"
33020,"total","All causes","mortality",2020,"per 100k population",358.9,"Chungcheongbuk-do","Chungju-si"
33020,"male","All causes","mortality",2020,"per 100k population",475.4,"Chungcheongbuk-do","Chungju-si"
33020,"female","All causes","mortality",2020,"per 100k population",252.1,"Chungcheongbuk-do","Chungju-si"
33030,"total","All causes","mortality",2020,"per 100k population",335.3,"Chungcheongbuk-do","Jecheon-si"
33030,"male","All causes","mortality",2020,"per 100k population",456.9,"Chungcheongbuk-do","Jecheon-si"
33030,"female","All causes","mortality",2020,"per 100k population",238,"Chungcheongbuk-do","Jecheon-si"
33040,"total","All causes","mortality",2020,"per 100k population",312.3,"Chungcheongbuk-do","Cheongju-si"
33040,"male","All causes","mortality",2020,"per 100k population",418.5,"Chungcheongbuk-do","Cheongju-si"
33040,"female","All causes","mortality",2020,"per 100k population",225.4,"Chungcheongbuk-do","Cheongju-si"
33041,"total","All causes","mortality",2020,"per 100k population",325.5,"Chungcheongbuk-do","Sangdang-gu"
33041,"male","All causes","mortality",2020,"per 100k population",432.3,"Chungcheongbuk-do","Sangdang-gu"
33041,"female","All causes","mortality",2020,"per 100k population",237.6,"Chungcheongbuk-do","Sangdang-gu"
33042,"total","All causes","mortality",2020,"per 100k population",309.9,"Chungcheongbuk-do","Seowon-gu"
33042,"male","All causes","mortality",2020,"per 100k population",425.3,"Chungcheongbuk-do","Seowon-gu"
33042,"female","All causes","mortality",2020,"per 100k population",211,"Chungcheongbuk-do","Seowon-gu"
33043,"total","All causes","mortality",2020,"per 100k population",296.4,"Chungcheongbuk-do","Heungdeok-gu"
33043,"male","All causes","mortality",2020,"per 100k population",391.2,"Chungcheongbuk-do","Heungdeok-gu"
33043,"female","All causes","mortality",2020,"per 100k population",221.4,"Chungcheongbuk-do","Heungdeok-gu"
33044,"total","All causes","mortality",2020,"per 100k population",322.2,"Chungcheongbuk-do","Cheongwon-gu"
33044,"male","All causes","mortality",2020,"per 100k population",433,"Chungcheongbuk-do","Cheongwon-gu"
33044,"female","All causes","mortality",2020,"per 100k population",234,"Chungcheongbuk-do","Cheongwon-gu"
33520,"total","All causes","mortality",2020,"per 100k population",368,"Chungcheongbuk-do","Boeun-gun"
33520,"male","All causes","mortality",2020,"per 100k population",510.8,"Chungcheongbuk-do","Boeun-gun"
33520,"female","All causes","mortality",2020,"per 100k population",225.2,"Chungcheongbuk-do","Boeun-gun"
33530,"total","All causes","mortality",2020,"per 100k population",338.1,"Chungcheongbuk-do","Okcheon-gun"
33530,"male","All causes","mortality",2020,"per 100k population",449.6,"Chungcheongbuk-do","Okcheon-gun"
33530,"female","All causes","mortality",2020,"per 100k population",241,"Chungcheongbuk-do","Okcheon-gun"
33540,"total","All causes","mortality",2020,"per 100k population",394.9,"Chungcheongbuk-do","Yeongdong-gun"
33540,"male","All causes","mortality",2020,"per 100k population",539.7,"Chungcheongbuk-do","Yeongdong-gun"
33540,"female","All causes","mortality",2020,"per 100k population",257.4,"Chungcheongbuk-do","Yeongdong-gun"
33550,"total","All causes","mortality",2020,"per 100k population",345.6,"Chungcheongbuk-do","Jincheon-gun"
33550,"male","All causes","mortality",2020,"per 100k population",462.1,"Chungcheongbuk-do","Jincheon-gun"
33550,"female","All causes","mortality",2020,"per 100k population",245.6,"Chungcheongbuk-do","Jincheon-gun"
33560,"total","All causes","mortality",2020,"per 100k population",377.6,"Chungcheongbuk-do","Goesan-gun"
33560,"male","All causes","mortality",2020,"per 100k population",530,"Chungcheongbuk-do","Goesan-gun"
33560,"female","All causes","mortality",2020,"per 100k population",226.3,"Chungcheongbuk-do","Goesan-gun"
33570,"total","All causes","mortality",2020,"per 100k population",396,"Chungcheongbuk-do","Eumseong-gun"
33570,"male","All causes","mortality",2020,"per 100k population",511.3,"Chungcheongbuk-do","Eumseong-gun"
33570,"female","All causes","mortality",2020,"per 100k population",276.2,"Chungcheongbuk-do","Eumseong-gun"
33580,"total","All causes","mortality",2020,"per 100k population",332.7,"Chungcheongbuk-do","Danyang-gun"
33580,"male","All causes","mortality",2020,"per 100k population",499.5,"Chungcheongbuk-do","Danyang-gun"
33580,"female","All causes","mortality",2020,"per 100k population",187.7,"Chungcheongbuk-do","Danyang-gun"
33590,"total","All causes","mortality",2020,"per 100k population",346.4,"Chungcheongbuk-do","Jeungpyeong-gun"
33590,"male","All causes","mortality",2020,"per 100k population",501.5,"Chungcheongbuk-do","Jeungpyeong-gun"
33590,"female","All causes","mortality",2020,"per 100k population",202,"Chungcheongbuk-do","Jeungpyeong-gun"
34010,"total","All causes","mortality",2020,"per 100k population",320.6,"Chungcheongnam-do","Cheonan-si"
34010,"male","All causes","mortality",2020,"per 100k population",434.5,"Chungcheongnam-do","Cheonan-si"
34010,"female","All causes","mortality",2020,"per 100k population",224.3,"Chungcheongnam-do","Cheonan-si"
34011,"total","All causes","mortality",2020,"per 100k population",327.7,"Chungcheongnam-do","Dongnam-gu"
34011,"male","All causes","mortality",2020,"per 100k population",428.3,"Chungcheongnam-do","Dongnam-gu"
34011,"female","All causes","mortality",2020,"per 100k population",240.5,"Chungcheongnam-do","Dongnam-gu"
34012,"total","All causes","mortality",2020,"per 100k population",318,"Chungcheongnam-do","Seobuk-gu"
34012,"male","All causes","mortality",2020,"per 100k population",445.2,"Chungcheongnam-do","Seobuk-gu"
34012,"female","All causes","mortality",2020,"per 100k population",214,"Chungcheongnam-do","Seobuk-gu"
34020,"total","All causes","mortality",2020,"per 100k population",346,"Chungcheongnam-do","Gongju-si"
34020,"male","All causes","mortality",2020,"per 100k population",478.7,"Chungcheongnam-do","Gongju-si"
34020,"female","All causes","mortality",2020,"per 100k population",222.5,"Chungcheongnam-do","Gongju-si"
34030,"total","All causes","mortality",2020,"per 100k population",355.1,"Chungcheongnam-do","Boryeong-si"
34030,"male","All causes","mortality",2020,"per 100k population",512.6,"Chungcheongnam-do","Boryeong-si"
34030,"female","All causes","mortality",2020,"per 100k population",210.6,"Chungcheongnam-do","Boryeong-si"
34040,"total","All causes","mortality",2020,"per 100k population",305.7,"Chungcheongnam-do","Asan-si"
34040,"male","All causes","mortality",2020,"per 100k population",416.6,"Chungcheongnam-do","Asan-si"
34040,"female","All causes","mortality",2020,"per 100k population",209.1,"Chungcheongnam-do","Asan-si"
34050,"total","All causes","mortality",2020,"per 100k population",297.1,"Chungcheongnam-do","Seosan-si"
34050,"male","All causes","mortality",2020,"per 100k population",383.1,"Chungcheongnam-do","Seosan-si"
34050,"female","All causes","mortality",2020,"per 100k population",226.5,"Chungcheongnam-do","Seosan-si"
34060,"total","All causes","mortality",2020,"per 100k population",366.2,"Chungcheongnam-do","Nonsan-si"
34060,"male","All causes","mortality",2020,"per 100k population",471.7,"Chungcheongnam-do","Nonsan-si"
34060,"female","All causes","mortality",2020,"per 100k population",284.9,"Chungcheongnam-do","Nonsan-si"
34070,"total","All causes","mortality",2020,"per 100k population",303.2,"Chungcheongnam-do","Gyeryong-si"
34070,"male","All causes","mortality",2020,"per 100k population",381,"Chungcheongnam-do","Gyeryong-si"
34070,"female","All causes","mortality",2020,"per 100k population",242.5,"Chungcheongnam-do","Gyeryong-si"
34080,"total","All causes","mortality",2020,"per 100k population",301.2,"Chungcheongnam-do","Dangjin-si"
34080,"male","All causes","mortality",2020,"per 100k population",404.5,"Chungcheongnam-do","Dangjin-si"
34080,"female","All causes","mortality",2020,"per 100k population",206.3,"Chungcheongnam-do","Dangjin-si"
34510,"total","All causes","mortality",2020,"per 100k population",351.2,"Chungcheongnam-do","Geumsan-gun"
34510,"male","All causes","mortality",2020,"per 100k population",460.4,"Chungcheongnam-do","Geumsan-gun"
34510,"female","All causes","mortality",2020,"per 100k population",254.4,"Chungcheongnam-do","Geumsan-gun"
34530,"total","All causes","mortality",2020,"per 100k population",392.5,"Chungcheongnam-do","Buyeo-gun"
34530,"male","All causes","mortality",2020,"per 100k population",501.2,"Chungcheongnam-do","Buyeo-gun"
34530,"female","All causes","mortality",2020,"per 100k population",300.7,"Chungcheongnam-do","Buyeo-gun"
34540,"total","All causes","mortality",2020,"per 100k population",403.5,"Chungcheongnam-do","Seocheon-gun"
34540,"male","All causes","mortality",2020,"per 100k population",542.4,"Chungcheongnam-do","Seocheon-gun"
34540,"female","All causes","mortality",2020,"per 100k population",280.1,"Chungcheongnam-do","Seocheon-gun"
34550,"total","All causes","mortality",2020,"per 100k population",368.5,"Chungcheongnam-do","Cheongyang-gun"
34550,"male","All causes","mortality",2020,"per 100k population",481.4,"Chungcheongnam-do","Cheongyang-gun"
34550,"female","All causes","mortality",2020,"per 100k population",261.2,"Chungcheongnam-do","Cheongyang-gun"
34560,"total","All causes","mortality",2020,"per 100k population",326.6,"Chungcheongnam-do","Hongseong-gun"
34560,"male","All causes","mortality",2020,"per 100k population",451.5,"Chungcheongnam-do","Hongseong-gun"
34560,"female","All causes","mortality",2020,"per 100k population",219.7,"Chungcheongnam-do","Hongseong-gun"
34570,"total","All causes","mortality",2020,"per 100k population",332.2,"Chungcheongnam-do","Yesan-gun"
34570,"male","All causes","mortality",2020,"per 100k population",461.4,"Chungcheongnam-do","Yesan-gun"
34570,"female","All causes","mortality",2020,"per 100k population",215,"Chungcheongnam-do","Yesan-gun"
34580,"total","All causes","mortality",2020,"per 100k population",292.1,"Chungcheongnam-do","Taean-gun"
34580,"male","All causes","mortality",2020,"per 100k population",391.1,"Chungcheongnam-do","Taean-gun"
34580,"female","All causes","mortality",2020,"per 100k population",201.5,"Chungcheongnam-do","Taean-gun"
35010,"total","All causes","mortality",2020,"per 100k population",283.1,"Jeollabuk-do","Jeonju-si"
35010,"male","All causes","mortality",2020,"per 100k population",378.4,"Jeollabuk-do","Jeonju-si"
35010,"female","All causes","mortality",2020,"per 100k population",205.5,"Jeollabuk-do","Jeonju-si"
35011,"total","All causes","mortality",2020,"per 100k population",292.5,"Jeollabuk-do","Wansan-gu"
35011,"male","All causes","mortality",2020,"per 100k population",389.4,"Jeollabuk-do","Wansan-gu"
35011,"female","All causes","mortality",2020,"per 100k population",215.1,"Jeollabuk-do","Wansan-gu"
35012,"total","All causes","mortality",2020,"per 100k population",273.3,"Jeollabuk-do","Deokjin-gu"
35012,"male","All causes","mortality",2020,"per 100k population",367.8,"Jeollabuk-do","Deokjin-gu"
